X,Y,CHARGERID,name,operator,owner,address,is24Hours,carParkCount,hasCarparkCost,maxTimeLimit,hasTouristAttraction,latitude,longitude,currentType,dateFirstOperational,numberOfConnectors,connectorsList,hasChargingCost
1371898.1493,5192040.4222,11,YHA FRANZ JOSEF,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"2/4 Cron St, Franz Josef Glacier 7886, New Zealand",True,1,False,Unlimited,False,-43.3898355015131,170.183686019038,AC,2020/05/01 00:00:00+00,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True
1186140.2023,4957354.9591,12,YHA TE ANAU,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"29 Mokonui St, Te Anau 9600, New Zealand",True,2,False,Unlimited,False,-45.4147023,167.710591,AC,2020/05/01 00:00:00+00,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True
1758984.8781,5916769.1139,13,NZ BLOOD SERVICE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"71 Great South Road, Epsom, Auckland 1051",False,4,False,Unlimited,False,-36.8816643029201,174.783985143939,AC,2020/05/01 00:00:00+00,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False
1585903.589,5292215.2602,14,HANMER SPRINGS THERMAL POOLS AND SPA - CAR PARK ,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"1 Jack Pass Road, Hanmer Springs 7334",True,5,False,240,True,-42.5223110428867,172.828379125165,AC,2020/09/07 00:00:00+00,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False
1754242.7339,5445577.4162,15,"WHITIREIA COMMUNITY POLYTECHNIC, PORIRUA CAMPUS",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"3 Wi Neera Drive, Elsdon, Porirua 5022",False,4,False,180,False,-41.1264606241312,174.837479731634,AC,2021/07/20 00:00:00+00,4,"{AC, 14 kW, Type 2 Socketed, Status: Operative, Count:4}",False
1747481.0796,5910722.1506,16,THE RISE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"490 Titirangi Road, Auckland 0604",False,2,False,90,False,-36.9380197928244,174.656128531182,AC,2021/08/13 00:00:00+00,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1564159.3988,5177665.4866,17,SILKY OTTER CINEMA,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"90 The Runway, Wigram, Christchurch 8042",True,4,False,180,False,-43.5531026851514,172.556282579727,AC,2021/07/21 00:00:00+00,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False
1784244.7242,5863764.2899,18,Hampton Downs,WEL Networks Ltd,WEL Networks Ltd,"20 Hampton Downs Road, Hampton Downs",True,2,False,Unlimited,True,-37.3545575081454,175.080300240821,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",False
1795854.6037,5821625.9065,19,Maui Street,WEL Networks Ltd,WEL Networks Ltd,"114 Maui St, Pukete",True,2,False,Unlimited,False,-37.7317137166904,175.222543851019,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",False
1802446.4096,5816265.1687,20,Claudelands,WEL Networks Ltd,WEL Networks Ltd,"160 Peachgrove Road, Hamilton East",True,3,False,Unlimited,False,-37.7785588433362,175.298786948482,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False
1804444.2343,5805314.9952,21,Mystery Creek,WEL Networks Ltd,WEL Networks Ltd,"153 Ingram Road, Waitomo Fuel,  Mystery Creek",True,2,False,Unlimited,False,-37.876728596303,175.324548424172,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",False
1790627.8067,5840290.9699,22,Huntly,WEL Networks Ltd,WEL Networks Ltd,"20 Tumate Mahuta Drive, Huntly",True,3,False,Unlimited,False,-37.5647004263661,175.158396850283,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:1}",False
1788279.2473,5857234.3983,23,Te Kauwhata,WEL Networks Ltd,WEL Networks Ltd,"16 Wayside Road, Te Kauwhata",True,2,False,Unlimited,False,-37.4125665624,175.127487397762,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",False
1800352.3397,5821493.6165,24,St James,WEL Networks Ltd,WEL Networks Ltd,"23 Horsham Downs Road, Rototuna",True,3,False,Unlimited,False,-37.7319320139187,175.273583803848,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False
1800878.0159,5815217.0934,25,Caro Street,WEL Networks Ltd,WEL Networks Ltd,"4 Caro St, Hamilton",True,2,False,Unlimited,False,-37.7883439028825,175.28128105207,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",False
1798967.8596,5822584.0905,26,Rototuna North,WEL Networks Ltd,WEL Networks Ltd,"3 Fergy Place, Rototuna North, Hamilton 3210",True,3,False,Unlimited,False,-37.7224127829775,175.257585760048,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False
1764660.0144,5814695.6629,27,Raglan,WEL Networks Ltd,WEL Networks Ltd,"43 Bow St, Raglan",True,2,False,Unlimited,True,-37.8002868100065,174.870311446816,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",False
1801312.546,5814620.5569,28,Hamilton South,WEL Networks Ltd,WEL Networks Ltd,"58 Anglesea Street, Hamilton",True,3,False,Unlimited,False,-37.7936206972454,175.286377835335,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False
1800280.3746,5815967.0821,29,Hamilton North,WEL Networks Ltd,WEL Networks Ltd,"551 Anglesea Street, Hamilton",True,3,False,Unlimited,False,-37.7817206103916,175.274291725517,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False
1803332.359,5816303.7716,30,Innovation Park,WEL Networks Ltd,WEL Networks Ltd,"9 Melody Lane, Hamilton East",True,2,False,Unlimited,False,-37.778014543995,175.308828634049,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",False
1572267.7954,5196525.3555,31,KAIAPOI LIBRARY AND SERVICE CENTRE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"129 Raven Quay, Kaiapoi 7630",True,4,False,120,False,-43.38363038,172.6576248,AC,2021/09/07 00:00:00+00,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False
1571057.6295,5179930.8821,32,LES MILLS CHRISTCHURCH,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"203 Cashel Street, Christchurch Central City, Christchurch 8011",False,1,False,120,False,-43.53300448,172.6418037,AC,2021/09/17 00:00:00+00,2,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1490917.2931,5169049.7623,33,OPUKE THERMAL POOLS & SPA,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"47 Mount Hutt Station Road, Methven 7782",True,4,False,Unlimited,True,-43.623545,171.647953,AC,2021/12/01 00:00:00+00,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False
1759465.1117,5431987.7618,34,SEAVIEW MARINA,MERIDIAN ENERGY LIMITED,HUTT CITY COUNCIL,"100 Port Road, Seaview, Lower Hutt 5010",True,10,False,Unlimited,False,-41.2477990547709,174.90320187807,Mixed,2021/12/23 00:00:00+00,12,"{AC, 14 kW, Type 2 Socketed, Status: Operative, Count:8},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2}",False
1617931.9211,5425366.6028,35,PIC'S PEANUT BUTTER WORLD,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"49 Saxton Road, Stoke, Nelson 7011",True,3,False,Unlimited,True,-41.3229740856253,173.21426680684,Mixed,2021/12/23 00:00:00+00,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",False
1758202.8285,5918162.0447,36,Newmarket Substation,Vector,Vector,"Cnr Seccombes & Gillies Ave,Newmarket,Auckland,1023",True,3,False,120,False,-36.869245,174.774923,Mixed,,8,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 7 kW, Type 1 Tethered, Status: Operative, Count:1},{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1},{AC, 7 kW, Type 2 Tethered, Status: Operative, Count:1}",False
1757155.2977,5920831.1818,37,Hobson Street Substation,Vector,Vector,"21 Hobson St,Auckland,1010",True,2,False,120,False,-36.84537,174.762623,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",False
1738681.7434,5928975.1048,38,Kumeu New World,Vector,Vector,"120 State Highway,Auckland,Kumeu,0810",True,2,False,120,False,-36.7748732793906,174.554016839117,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",False
1748825.5016,5969501.6226,39,BP Connect Warkworth,Vector,Vector,"67 Auckland Road,Auckland,Warkworth,0910",True,1,False,120,False,-36.4081402,174.6598009,DC,2016/02/06 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",False
1758202.8285,5918162.0447,40,Newmarket Substation,Vector,Vector,"Cnr Seccombes & Gillies Ave,Newmarket,Auckland,1023",True,3,False,120,False,-36.869245,174.774923,DC,2016/02/06 00:00:00+00,8,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False
1757835.3997,5919053.9646,41,Auckland Hospital Wilsons Car park ,Vector,Vector,"2 Park Road,Grafton,Auckland,Auckland,1023",True,1,False,120,False,-36.86127,174.770617,DC,2016/02/06 00:00:00+00,2,"{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:2}",False
1759908.8297,5915817.5482,42,McDonalds Greenlane,Vector,Vector,"356/320 Great South Rd,Greenlane,Auckland,1051",True,2,False,120,False,-36.890082,174.794549,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:2}",False
1767895.4747,5903591.6009,43,Vodafone Events Centre,Vector,Vector,"770 Great South Road,Wiri,Manukau",True,1,False,120,False,-36.998846,174.88685,DC,2016/02/06 00:00:00+00,2,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False
1731121.0866,5909273.8131,44,Piha Cafe ,Vector,Vector,"20 Seaview Road,Auckland,Piha,0772",True,1,False,120,False,-36.953491,174.472725,DC,2016/02/06 00:00:00+00,1,"{DC, 3 kW, Type 2 Socketed, Status: Unknown, Count:1}",False
1743836.428,5924072.8321,45,Northwest Shopping Centre,Vector,Vector,"1/7 Fred Taylor Drive,Massey,Auckland",True,1,False,120,False,-36.81828,174.612684,DC,2016/02/06 00:00:00+00,2,"{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:2}",False
1754891.9035,5931829.1557,46,McDonalds Constellation Drive,Vector,Vector,"14-16 Constellation Drive,Rosedale,Auckland,Auckland,0632",True,2,False,120,False,-36.7466454,174.7350108,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",False
1757975.496,5920870.6107,47,Britomart Carpark,Vector,Vector,"88 Quay Street,Auckland",True,2,False,120,False,-36.844878,174.77181,DC,2016/02/06 00:00:00+00,3,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:2},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False
1758096.0858,5918612.9593,48,Vector,Vector,Vector,"101 Carlton Gore Road,Newmarket,Auckland",True,3,False,120,False,-36.8652,174.773632,DC,2016/02/06 00:00:00+00,3,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:2},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False
1758433.8561,5919042.3489,49,Auckland War Memorial Museum,Vector,Vector,"32 Museum Circuit,Parnell,Auckland,Auckland,1010",True,1,False,120,False,-36.8612744768493,174.777330052779,DC,2016/02/06 00:00:00+00,2,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False
